system_id,system_name,system_dim,system_representability,initial_condition_set,condition,n_cells,exact_support_match_rate,r2_median,loss_q50,loss_q90,final_stage_q50,stage_caps,total_loss_evals_q50,total_ode_solves_q50,total_parameter_fits_q50,silent_levels_q50,silent_levels_sum,silent_fraction_q50,silent_fraction_q90,level_event_count_q50
38,Van der Pol oscillator (simplified form from Strogatz),2,exact,2,pretune_off,3,1.0,,9.59781204359e-12,9.94574798174e-12,4,"[4,null]",1412203,1412203,330,0,0,0,0,16
38,Van der Pol oscillator (simplified form from Strogatz),2,exact,2,pretune_on,3,0.0,,3.13852701438e-09,3.13852701438e-09,4,"[4,null]",1789317,1789317,350,0,0,0,0,17
39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",2,surrogate,1,pretune_off,3,,0.9535047340218544,0.000484433204117,0.000484433204118,5,"[1,5]",2604934,2604934,410,17,52,0.85,0.93,20
39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",2,surrogate,1,pretune_on,3,,0.9535047315111548,0.000484433204119,0.000484433204119,5,"[1,5]",120476,120476,410,19,57,0.95,0.95,20
39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",2,surrogate,2,pretune_off,3,,0.9802198386222803,0.000530774647477,0.000530774647477,5,"[5,5]",353363,353363,410,17,52,0.85,0.89,20
39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",2,surrogate,2,pretune_on,3,,0.9790293467764736,0.000574272348936,0.000574272348936,5,"[5,5]",97720,97720,410,19,57,0.95,0.95,20
40,Duffing equation (weakly non-linear oscillation),2,surrogate,1,pretune_off,3,,0.9559790775707556,0.0646510566078,0.0646510566078,5,"[null,1]",3202094,3202094,470,6,17,0.272727272727,0.298023715415,23
40,Duffing equation (weakly non-linear oscillation),2,surrogate,1,pretune_on,3,,0.9559790761689556,0.0646510566084,0.0646510566084,5,"[null,1]",1837925,1837925,450,7,21,0.318181818182,0.318181818182,22
40,Duffing equation (weakly non-linear oscillation),2,surrogate,2,pretune_off,3,,0.9695380928488488,0.0328695277058,0.0328779488865,5,"[null,null]",8565752,8565752,610,5,13,0.166666666667,0.226436781609,30
40,Duffing equation (weakly non-linear oscillation),2,surrogate,2,pretune_on,3,,0.9699489866480808,0.0323095220835,0.0354121283817,5,"[null,null]",2373207,2373207,490,3,13,0.125,0.258333333333,24
41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),2,surrogate,1,pretune_off,3,,0.9763527709053752,0.00152606944229,0.0015583599918,5,"[null,5]",4046153,4046153,510,9,28,0.36,0.424,25
41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),2,surrogate,1,pretune_on,3,,0.7608722723469257,0.0134979261257,0.0134979261257,5,"[null,5]",1565587,1565587,430,7,21,0.333333333333,0.333333333333,21
41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),2,surrogate,2,pretune_off,3,,0.96695628290505,0.00524281766394,0.00596100512124,5,"[null,5]",5068301,5068301,530,11,25,0.423076923077,0.423076923077,26
41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),2,surrogate,2,pretune_on,3,,0.94723816108409,0.00792354532696,0.00792354532696,5,"[null,5]",3895153,3895153,530,7,21,0.269230769231,0.269230769231,26
42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),2,surrogate,1,pretune_off,3,,0.9122882877835076,0.156163242258,0.157726405568,5,"[null,null]",5709724,5709724,610,1,2,0.0333333333333,0.0333333333333,30
42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),2,surrogate,1,pretune_on,3,,0.8927418308230102,0.186215414066,0.186215414066,5,"[null,null]",4354766,4354766,530,7,21,0.269230769231,0.269230769231,26
42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),2,surrogate,2,pretune_off,3,,0.9799785164395556,0.0157523196671,0.0158379112402,5,"[5,5]",1490981,1490981,570,6,13,0.214285714286,0.250264550265,28
42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),2,surrogate,2,pretune_on,3,,0.9656754497784726,0.0252677945306,0.0252677945306,5,"[5,5]",3015179,3015179,530,7,21,0.269230769231,0.269230769231,26
43,Driven pendulum with linear damping / Josephson junction (dimensionless),2,surrogate,1,pretune_off,3,,0.9810033426343372,0.0176634080419,0.0181626937477,5,"[null,5]",3013788,3013788,510,2,6,0.08,0.116,25
43,Driven pendulum with linear damping / Josephson junction (dimensionless),2,surrogate,1,pretune_on,3,,0.9813964242445744,0.0192989644273,0.0192989644273,5,"[null,5]",2655865,2655865,470,7,21,0.304347826087,0.304347826087,23
43,Driven pendulum with linear damping / Josephson junction (dimensionless),2,surrogate,2,pretune_off,3,,0.8876635197696345,0.0406071785261,0.0407924314949,5,"[null,5]",2812810,2812810,590,11,25,0.379310344828,0.427862068966,29
43,Driven pendulum with linear damping / Josephson junction (dimensionless),2,surrogate,2,pretune_on,3,,0.9932269570594368,0.00275571887452,0.00275571887452,5,"[null,5]",6109531,6109531,470,3,9,0.130434782609,0.130434782609,23
44,Driven pendulum with quadratic damping (dimensionless),2,surrogate,1,pretune_off,3,,0.9678915700941252,0.00971961635869,0.0105137221779,5,"[null,5]",3260164,3260164,570,1,4,0.0357142857143,0.0899014778325,28
44,Driven pendulum with quadratic damping (dimensionless),2,surrogate,1,pretune_on,3,,0.9974784996407404,0.000906052598029,0.000906052598029,5,"[null,5]",4066525,4066525,470,3,10,0.130434782609,0.159420289855,23
44,Driven pendulum with quadratic damping (dimensionless),2,surrogate,2,pretune_off,3,,0.9903736205159106,0.00148334841534,0.0284326193882,5,"[null,5]",1998885,1998885,530,3,6,0.115384615385,0.119076923077,26
44,Driven pendulum with quadratic damping (dimensionless),2,surrogate,2,pretune_on,3,,0.7762981959544637,0.0260336878373,0.0260336878373,5,"[null,5]",5307654,5307654,490,3,9,0.125,0.125,24
45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),2,surrogate,1,pretune_off,3,,0.9994126705709464,0.000300171506998,0.00127790140385,5,"[null,5]",2294185,2294185,470,4,19,0.173913043478,0.434782608696,23
45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),2,surrogate,1,pretune_on,3,,0.9994239456140775,0.000322314127689,0.000333217856531,5,"[null,5]",2744096,2744096,450,7,20,0.318181818182,0.318181818182,22
45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),2,surrogate,2,pretune_off,3,,0.9257423070104764,0.00152526599868,0.001525265999,5,"[5,5]",2008127,2008127,430,2,4,0.0952380952381,0.0952380952381,21
45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),2,surrogate,2,pretune_on,3,,0.925742293767064,0.0015252659997,0.0015252659997,5,"[5,5]",2029054,2029054,430,3,9,0.142857142857,0.142857142857,21
46,Interacting bar magnets,2,surrogate,1,pretune_off,3,,0.8088552114553993,0.00044743855922,0.00044743855922,5,"[null,null]",291143,291143,410,19,57,0.95,0.95,20
46,Interacting bar magnets,2,surrogate,1,pretune_on,3,,0.8088552114553671,0.00044743855922,0.00044743855922,5,"[null,null]",110412,110412,410,19,57,0.95,0.95,20
46,Interacting bar magnets,2,surrogate,2,pretune_off,3,,0.9964055080961916,0.000171820314446,0.000171820314446,4,"[4,4]",336348,336348,330,15,42,0.9375,0.9375,16
46,Interacting bar magnets,2,surrogate,2,pretune_on,3,,0.9964055080915212,0.000171820314446,0.000171820314446,4,"[4,4]",77462,77462,330,15,45,0.9375,0.9375,16
47,Binocular rivalry model (no oscillations),2,surrogate,1,pretune_off,3,,0.7516370949015643,0.000452358698397,0.000452358698399,5,"[null,null]",2148950,2148950,430,16,51,0.761904761905,0.87619047619,21
47,Binocular rivalry model (no oscillations),2,surrogate,1,pretune_on,3,,0.7516371074749462,0.000452358698535,0.000452358698535,5,"[null,null]",323456,323456,430,19,57,0.904761904762,0.904761904762,21
47,Binocular rivalry model (no oscillations),2,surrogate,2,pretune_off,3,,0.9994850604543676,0.00042209440332,0.000636865304847,5,"[5,5]",798372,798372,450,11,33,0.44,0.633454545455,22
47,Binocular rivalry model (no oscillations),2,surrogate,2,pretune_on,3,,0.999561247786012,0.000404159813008,0.000404159813008,5,"[5,5]",1318506,1318506,430,15,45,0.714285714286,0.714285714286,21
48,Bacterial respiration model for nutrients and oxygen levels,2,surrogate,1,pretune_off,3,,0.9972085804868572,0.0847415377344,0.0856206664944,5,"[3,null]",2040318,2040318,610,7,17,0.233333333333,0.233333333333,30
48,Bacterial respiration model for nutrients and oxygen levels,2,surrogate,1,pretune_on,3,,0.997473777370412,0.0537508382955,0.0537508382955,5,"[3,null]",5956450,5956450,510,7,21,0.28,0.28,25
48,Bacterial respiration model for nutrients and oxygen levels,2,surrogate,2,pretune_off,3,,0.999110252783488,0.0402811357053,0.0813971259852,5,"[4,null]",2366785,2366785,570,7,24,0.259259259259,0.366137566138,28
48,Bacterial respiration model for nutrients and oxygen levels,2,surrogate,2,pretune_on,3,,0.998380932185793,0.053102887325,0.053102887325,5,"[4,null]",7512889,7512889,490,11,33,0.458333333333,0.458333333333,24
49,Brusselator: hypothetical chemical oscillation model (dimensionless),2,surrogate,1,pretune_off,3,,0.9966658358763464,0.000738140676048,0.00175105754304,5,"[null,null]",2585728,2585728,490,3,13,0.125,0.26847826087,24
49,Brusselator: hypothetical chemical oscillation model (dimensionless),2,surrogate,1,pretune_on,3,,0.9570680461861774,0.00883387419393,0.00883387419393,5,"[null,null]",3557626,3557626,490,7,21,0.291666666667,0.291666666667,24
49,Brusselator: hypothetical chemical oscillation model (dimensionless),2,surrogate,2,pretune_off,3,,0.9931127729058832,0.00026564935509,0.000265649355969,5,"[5,5]",1971204,1971204,490,10,29,0.416666666667,0.45,24
49,Brusselator: hypothetical chemical oscillation model (dimensionless),2,surrogate,2,pretune_on,3,,0.9789054877726844,0.000999383489308,0.000999383489308,5,"[5,5]",1069712,1069712,450,3,9,0.136363636364,0.136363636364,22
50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),2,surrogate,1,pretune_off,3,,0.9963746422747396,0.00279537187196,0.00354605013487,5,"[null,null]",6227872,6227872,530,7,25,0.28,0.394461538462,26
50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),2,surrogate,1,pretune_on,3,,0.8930723296333988,0.0771991794099,0.0771991794099,5,"[null,null]",4845801,4845801,510,3,13,0.12,0.239384615385,25
50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),2,surrogate,2,pretune_off,3,,0.9137355197790572,0.000323881634851,0.000323881634853,5,"[null,3]",985438,985438,430,15,45,0.714285714286,0.714285714286,21
50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),2,surrogate,2,pretune_on,3,,0.9137355251605056,0.000323881634852,0.000323881634852,5,"[null,3]",339631,339631,430,15,45,0.714285714286,0.714285714286,21
51,Oscillator death model by Ermentrout and Kopell 1990,2,surrogate,1,pretune_off,3,,0.9990901037286142,0.0126755148902,0.012822015632,5,"[null,null]",3058221,3058221,490,7,17,0.269230769231,0.287179487179,24
51,Oscillator death model by Ermentrout and Kopell 1990,2,surrogate,1,pretune_on,3,,0.9990982954298508,0.0121075981889,0.0121075981889,5,"[null,null]",5778728,5778728,490,3,9,0.125,0.125,24
51,Oscillator death model by Ermentrout and Kopell 1990,2,surrogate,2,pretune_off,3,,0.9838478680524656,0.0697314874373,0.0780113085565,5,"[null,1]",5596473,5596473,530,3,9,0.115384615385,0.137362637363,26
51,Oscillator death model by Ermentrout and Kopell 1990,2,surrogate,2,pretune_on,3,,0.982457916303174,0.0822977725047,0.0822977725047,5,"[null,1]",2358318,2358318,430,3,9,0.142857142857,0.142857142857,21
52,Maxwell-Bloch equations (laser dynamics),3,surrogate,1,pretune_off,3,,0.9647692411381598,0.000418305172443,0.000888178461309,5,"[null,null,null]",2324403,2324403,450,3,17,0.130434782609,0.498814229249,22
52,Maxwell-Bloch equations (laser dynamics),3,surrogate,1,pretune_on,3,,0.9868231901137962,0.000264751954746,0.00166258141296,5,"[null,null,null]",1631580,1631580,430,6,29,0.285714285714,0.780952380952,21
52,Maxwell-Bloch equations (laser dynamics),3,surrogate,2,pretune_off,3,,0.5215402234758603,0.000645877710603,0.00096622411359,5,"[null,null,null]",1417624,1417624,430,14,45,0.666666666667,0.819047619048,21
52,Maxwell-Bloch equations (laser dynamics),3,surrogate,2,pretune_on,3,,0.549919174473981,0.000608245621515,0.000608245621515,5,"[null,null,null]",916417,916417,430,19,57,0.904761904762,0.904761904762,21
53,Model for apoptosis (cell death),3,surrogate,1,pretune_off,3,,0.5273430409880431,0.000384564728242,0.000387403418074,5,"[null,null,null]",2672098,2672098,490,17,42,0.708333333333,0.749666666667,24
53,Model for apoptosis (cell death),3,surrogate,1,pretune_on,3,,0.5273430441830439,0.000385025292721,0.000387886915837,5,"[null,null,null]",1088680,1088680,470,19,56,0.826086956522,0.856126482213,23
53,Model for apoptosis (cell death),3,surrogate,2,pretune_off,3,,0.9670620603046132,3.75486604083e-05,7.58634282942e-05,5,"[null,null,null]",1013364,1013364,430,19,55,0.904761904762,0.940952380952,21
53,Model for apoptosis (cell death),3,surrogate,2,pretune_on,3,,0.967062005150586,1.87031396155e-05,1.87031396155e-05,5,"[null,null,null]",341176,341176,410,19,57,0.95,0.95,20
54,Lorenz equations in well-behaved periodic regime,3,exact,1,pretune_off,3,0.0,,0.00469186685783,0.0126031588986,5,"[null,3,3]",3621712,3621712,610,7,16,0.233333333333,0.286666666667,30
54,Lorenz equations in well-behaved periodic regime,3,exact,1,pretune_on,3,0.0,,0.000627230123002,0.000955066079891,5,"[null,3,3]",4626601,4626601,570,11,33,0.392857142857,0.392857142857,28
54,Lorenz equations in well-behaved periodic regime,3,exact,2,pretune_off,3,0.0,,1.82056551766,1.98981471427,5,"[null,3,3]",2301384,2301384,610,3,6,0.1,0.108888888889,30
54,Lorenz equations in well-behaved periodic regime,3,exact,2,pretune_on,3,0.0,,0.403806414822,0.403806414822,5,"[null,3,3]",5416729,5416729,610,13,38,0.433333333333,0.46,30
55,Lorenz equations in complex periodic regime,3,exact,1,pretune_off,3,0.0,,359.383164957,385.884953126,4,"[null,3,3]",3738149,3738149,610,3,15,0.1,0.372,30
55,Lorenz equations in complex periodic regime,3,exact,1,pretune_on,3,0.0,,337.814717093,348.034130217,5,"[null,3,3]",7636888,7636888,610,11,32,0.392857142857,0.451904761905,30
55,Lorenz equations in complex periodic regime,3,exact,2,pretune_off,3,0.0,,397.554608744,399.446473925,5,"[null,4,3]",3218811,3218811,610,8,27,0.266666666667,0.497777777778,30
55,Lorenz equations in complex periodic regime,3,exact,2,pretune_on,3,0.0,,280.487278037,332.674656062,5,"[null,4,3]",7610950,7610950,610,8,25,0.266666666667,0.346666666667,30
56,Lorenz equations standard parameters (chaotic),3,exact,1,pretune_off,3,0.0,,53.1242648543,53.4945764928,4,"[null,3,3]",3773031,3773031,610,4,12,0.133333333333,0.226666666667,30
56,Lorenz equations standard parameters (chaotic),3,exact,1,pretune_on,3,0.0,,44.339157238,45.1307918058,4,"[null,3,3]",6278981,6278981,610,7,22,0.233333333333,0.286666666667,30
56,Lorenz equations standard parameters (chaotic),3,exact,2,pretune_off,3,0.0,,60.0666489399,60.4111718332,4,"[null,3,3]",3173640,3173640,610,5,15,0.166666666667,0.22,30
56,Lorenz equations standard parameters (chaotic),3,exact,2,pretune_on,3,0.0,,55.9395034966,57.2891323856,5,"[null,3,3]",7242038,7242038,570,11,27,0.392857142857,0.430571428571,28
57,Rössler attractor (stable fixed point),3,surrogate,1,pretune_off,3,,0.79541430968444,0.00126064933869,0.00188044429444,5,"[null,null,4]",2616261,2616261,530,17,39,0.653846153846,0.764102564103,26
57,Rössler attractor (stable fixed point),3,surrogate,1,pretune_on,3,,0.7900614913388195,0.0012844068446,0.00129673241484,5,"[null,null,4]",320973,320973,430,19,57,0.904761904762,0.940952380952,21
57,Rössler attractor (stable fixed point),3,surrogate,2,pretune_off,3,,0.937746329600719,0.00564227103898,0.0078219280879,5,"[null,null,5]",2600036,2600036,470,11,33,0.478260869565,0.641106719368,23
57,Rössler attractor (stable fixed point),3,surrogate,2,pretune_on,3,,0.9395566135770992,0.00122493269436,0.00132852127108,5,"[null,null,5]",558680,558680,490,13,34,0.541666666667,0.679761904762,24
58,Rössler attractor (periodic),3,surrogate,1,pretune_off,3,,0.6856535671845156,0.274187572756,0.343459459498,5,"[null,null,5]",6038380,6038380,610,6,13,0.2,0.247407407407,30
58,Rössler attractor (periodic),3,surrogate,1,pretune_on,3,,0.92774562789956,0.0412913328333,0.0412913328333,5,"[null,null,5]",5362857,5362857,610,12,36,0.4,0.4,30
58,Rössler attractor (periodic),3,surrogate,2,pretune_off,3,,0.8471307298603167,0.325252925252,0.458510162887,5,"[null,null,5]",4318743,4318743,570,7,22,0.25,0.375925925926,28
58,Rössler attractor (periodic),3,surrogate,2,pretune_on,3,,0.9365425601469384,0.0466648199446,0.0467637880852,5,"[null,null,5]",5423101,5423101,610,4,13,0.133333333333,0.186666666667,30
59,Rössler attractor (chaotic),3,surrogate,1,pretune_off,3,,0.612241757150331,4.08224194812,4.4915593312,5,"[null,null,5]",5994587,5994587,610,9,24,0.3,0.473793103448,30
59,Rössler attractor (chaotic),3,surrogate,1,pretune_on,3,,0.7861122274412042,1.54097928126,1.62510762547,5,"[null,null,5]",5969198,5969198,610,3,13,0.1,0.286666666667,30
59,Rössler attractor (chaotic),3,surrogate,2,pretune_off,3,,0.6484338375314925,3.42928787605,3.62829205396,5,"[null,null,null]",4495876,4495876,610,11,26,0.392857142857,0.425238095238,30
59,Rössler attractor (chaotic),3,surrogate,2,pretune_on,3,,0.8644776977464451,0.826670553575,0.826670553575,4,"[null,null,null]",5362806,5362806,610,3,8,0.1,0.126666666667,30
60,Aizawa attractor (chaotic),3,surrogate,1,pretune_off,3,,0.4079742008529551,0.145807871891,0.157123645746,5,"[3,3,5]",5551020,5551020,550,3,15,0.111111111111,0.365079365079,27
60,Aizawa attractor (chaotic),3,surrogate,1,pretune_on,3,,0.330915778412672,0.161001814084,0.16262444959,5,"[3,3,5]",2406120,2406120,470,19,57,0.826086956522,0.856126482213,23
60,Aizawa attractor (chaotic),3,surrogate,2,pretune_off,3,,0.6373415319221448,0.15677366289,0.167950060244,5,"[3,3,5]",7157271,7157271,610,6,23,0.2,0.343448275862,30
60,Aizawa attractor (chaotic),3,surrogate,2,pretune_on,3,,0.5471207529861681,0.193447352194,0.208204345483,5,"[3,3,5]",7273304,7273304,570,11,32,0.392857142857,0.507142857143,28
61,Chen-Lee attractor; system for gyro motion with feedback control of rigid body (chaotic),3,exact,1,pretune_off,3,0.0,,96.0518897327,99.8173492991,3,"[3,3,3]",2154809,2154809,430,3,13,0.142857142857,0.378571428571,21
61,Chen-Lee attractor; system for gyro motion with feedback control of rigid body (chaotic),3,exact,1,pretune_on,3,0.0,,62.7232227228,63.0322262567,3,"[3,3,3]",3038641,3038641,350,3,9,0.176470588235,0.176470588235,17
61,Chen-Lee attractor; system for gyro motion with feedback control of rigid body (chaotic),3,exact,2,pretune_off,3,0.0,,87.759674065,88.0325363037,3,"[3,3,3]",2484280,2484280,430,3,13,0.142857142857,0.378571428571,21
61,Chen-Lee attractor; system for gyro motion with feedback control of rigid body (chaotic),3,exact,2,pretune_on,3,0.0,,64.401377558,68.5480079318,3,"[3,3,3]",5026839,5026839,490,3,9,0.125,0.129347826087,24
62,Binocular rivalry model with adaptation (oscillations),4,surrogate,1,pretune_off,3,,0.9999791177014868,2.0866699905e-06,1.61065397302e-05,5,"[null,null,null,null]",4005667,4005667,530,19,53,0.678571428571,0.72032967033,26
62,Binocular rivalry model with adaptation (oscillations),4,surrogate,1,pretune_on,3,,0.9995862498449192,4.64557603024e-05,5.27795559389e-05,5,"[null,null,null,null]",1135137,1135137,510,19,57,0.76,0.76,25
62,Binocular rivalry model with adaptation (oscillations),4,surrogate,2,pretune_off,3,,0.9206251770688652,0.000585944089702,0.000615778421849,5,"[null,null,null,null]",4947088,4947088,550,18,53,0.666666666667,0.717948717949,27
62,Binocular rivalry model with adaptation (oscillations),4,surrogate,2,pretune_on,3,,0.9471558812584004,0.000228953661977,0.000696680601052,5,"[null,null,null,null]",1871685,1871685,510,18,45,0.72,0.804869565217,25
63,SEIR infection model (proportions),4,exact,1,pretune_off,3,0.0,,0.000788737193891,0.00133283253485,5,"[null,null,null,null]",510251,510251,410,19,57,0.95,0.95,20
63,SEIR infection model (proportions),4,exact,1,pretune_on,3,0.0,,0.000788737193891,0.00133283253485,5,"[null,null,null,null]",271717,271717,410,19,57,0.95,0.95,20
63,SEIR infection model (proportions),4,exact,2,pretune_off,3,0.0,,0.000474181749109,0.00057483330256,5,"[null,null,null,null]",629784,629784,410,19,57,0.95,0.95,20
63,SEIR infection model (proportions),4,exact,2,pretune_on,3,0.0,,0.000474181749109,0.00057483330256,5,"[null,null,null,null]",441599,441599,410,19,57,0.95,0.95,20
