manifest_index,system_id,system_name,seed,initial_condition_set,variant,basis_name,representability,wp_n1_support_status,raw_support_match,pruned_support_match,support_equality_definition,raw_implies_pruned_violation,r2,r2_gt_0_9,loss,final_stage,eq_final_stages,total_parameter_fits,total_loss_evals,total_ode_solves,elapsed_s,elapsed_s_evidence_role,git_hash,config_fingerprint,stage_cap_behavior_fingerprint,incomplete_allowed,expected_manifest_records,observed_manifest_records,missing_manifest_indices,dim,classification_description,decision_layer
259,39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9997985846188222,True,1.7858001337482457e-06,5,"[5,3]",470,1185349,1185349,10489.922356277,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",C_literature_all_cells
260,39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.99977648368577,True,1.938356382273826e-06,5,"[5,3]",430,1807718,1807718,22622.666667961,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",C_literature_all_cells
261,39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.953504732334783,True,0.0004844332041176796,5,"[5,3]",410,2045068,2045068,4555.778074252,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",C_literature_all_cells
262,39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9802198387393712,True,0.0005307746474779,5,"[5,5]",410,857772,857772,5396.563624185,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",C_literature_all_cells
263,39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9802198388364023,True,0.0005307746474787444,5,"[5,5]",430,637279,637279,5458.275046063,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",C_literature_all_cells
264,39,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9802198386649129,True,0.0005307746474773234,5,"[5,5]",430,774577,774577,5779.524081316,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,"Glycolytic oscillator, e.g., ADP and F6P in yeast (dimensionless)",C_literature_all_cells
265,40,Duffing equation (weakly non-linear oscillation),7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9565727087477766,True,0.06374690395147893,5,"[5,1]",490,5871477,5871477,40492.752523751,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Duffing equation (weakly non-linear oscillation),C_literature_all_cells
266,40,Duffing equation (weakly non-linear oscillation),42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9571066967073298,True,0.06293372461084978,5,"[5,1]",490,5159721,5159721,46624.591479365,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Duffing equation (weakly non-linear oscillation),C_literature_all_cells
267,40,Duffing equation (weakly non-linear oscillation),123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.956323089631773,True,0.06411921052589503,5,"[5,1]",510,5740515,5740515,60150.617915551,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Duffing equation (weakly non-linear oscillation),C_literature_all_cells
268,40,Duffing equation (weakly non-linear oscillation),7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9754608154898095,True,0.026628210600703323,5,"[5,5]",610,8615770,8615770,125909.25519397,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Duffing equation (weakly non-linear oscillation),C_literature_all_cells
269,40,Duffing equation (weakly non-linear oscillation),42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.969809692294384,True,0.03300971225462889,5,"[5,5]",610,8857794,8857794,134237.311301716,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Duffing equation (weakly non-linear oscillation),C_literature_all_cells
270,40,Duffing equation (weakly non-linear oscillation),123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9665404297235288,True,0.03570498416978731,5,"[5,5]",550,7316755,7316755,32241.809741315,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Duffing equation (weakly non-linear oscillation),C_literature_all_cells
271,41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9702826552114452,True,0.0016718894852372208,5,"[5,5]",510,5918479,5918479,11577.293435334,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),C_literature_all_cells
272,41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9813060039373996,True,0.0011225947698412012,5,"[5,5]",490,5456545,5456545,51780.308594515,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),C_literature_all_cells
273,41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9735699662012388,True,0.0015982697903168688,5,"[5,5]",490,5344829,5344829,14594.252010279,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),C_literature_all_cells
274,41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9628266722823633,True,0.0053940756524394826,5,"[5,5]",590,6500321,6500321,9869.313541764,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),C_literature_all_cells
275,41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9626846387202999,True,0.005331568052793201,5,"[5,5]",490,5521062,5521062,12935.612355002,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),C_literature_all_cells
276,41,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9605030817081381,True,0.005670539924591676,5,"[5,5]",510,5824773,5824773,3484.475786761,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Cell cycle model by Tyson for interaction between protein cdc2 and cyclin (dimensionless),C_literature_all_cells
277,42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9599134264253111,True,0.07160403396727247,5,"[5,5]",570,5327621,5327621,14167.669442733,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),C_literature_all_cells
278,42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9665928253125938,True,0.06271790054742074,5,"[5,5]",610,5713160,5713160,28711.528932057,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),C_literature_all_cells
279,42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9483865301983296,True,0.09885827943127232,5,"[5,5]",610,6030318,6030318,27598.750810819,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),C_literature_all_cells
280,42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9843127926043036,True,0.01273690878711694,5,"[5,5]",610,2172520,2172520,5839.951062485,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),C_literature_all_cells
281,42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9870406321946839,True,0.01066410942774006,5,"[5,5]",550,2111213,2111213,37123.527003435,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),C_literature_all_cells
282,42,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9843134702625975,True,0.012736907176746545,5,"[5,5]",550,1953394,1953394,5073.41754076,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Reduced model for chlorine dioxide-iodine-malonic acid rection (dimensionless),C_literature_all_cells
283,43,Driven pendulum with linear damping / Josephson junction (dimensionless),7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9806277780549213,True,0.018288960308936154,5,"[5,5]",490,3388436,3388436,72519.372633206,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with linear damping / Josephson junction (dimensionless),B_constant_only_exact
284,43,Driven pendulum with linear damping / Josephson junction (dimensionless),42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9806277214369838,True,0.018288960586427483,5,"[5,5]",510,3290140,3290140,55687.122535799,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with linear damping / Josephson junction (dimensionless),B_constant_only_exact
285,43,Driven pendulum with linear damping / Josephson junction (dimensionless),123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,False,normalized term-name set equality per equation index; equation order is preserved,False,0.9805559009844015,True,0.019321045864405355,5,"[5,5]",510,3496953,3496953,66034.717358878,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with linear damping / Josephson junction (dimensionless),B_constant_only_exact
286,43,Driven pendulum with linear damping / Josephson junction (dimensionless),7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999954150651,True,1.6875958845568459e-09,5,"[5,5]",430,2386593,2386593,56320.085655838,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with linear damping / Josephson junction (dimensionless),B_constant_only_exact
287,43,Driven pendulum with linear damping / Josephson junction (dimensionless),42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.9999999954082006,True,1.6408195288661274e-09,5,"[5,5]",430,2130886,2130886,82761.478403097,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with linear damping / Josephson junction (dimensionless),B_constant_only_exact
288,43,Driven pendulum with linear damping / Josephson junction (dimensionless),123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,exact,ok,False,True,normalized term-name set equality per equation index; equation order is preserved,False,0.999999997969407,True,1.0810219117688998e-09,5,"[5,5]",410,1808096,1808096,58284.565176855,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with linear damping / Josephson junction (dimensionless),B_constant_only_exact
289,44,Driven pendulum with quadratic damping (dimensionless),7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9434296028990581,True,0.018551350532534233,5,"[5,5]",470,2947397,2947397,43615.214766995,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with quadratic damping (dimensionless),C_literature_all_cells
290,44,Driven pendulum with quadratic damping (dimensionless),42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9442408519156416,True,0.017191254733002648,5,"[5,5]",530,3790307,3790307,12007.75513252,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with quadratic damping (dimensionless),C_literature_all_cells
291,44,Driven pendulum with quadratic damping (dimensionless),123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9434276463579216,True,0.018551351587003273,5,"[5,5]",470,2578633,2578633,27854.412053529,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with quadratic damping (dimensionless),C_literature_all_cells
292,44,Driven pendulum with quadratic damping (dimensionless),7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9983508891081877,True,0.00029596437775743564,5,"[5,5]",590,3212227,3212227,106821.747149497,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with quadratic damping (dimensionless),C_literature_all_cells
293,44,Driven pendulum with quadratic damping (dimensionless),42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.8080780661004476,False,0.023498070721203263,5,"[5,5]",610,3750026,3750026,251648.561305175,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with quadratic damping (dimensionless),C_literature_all_cells
294,44,Driven pendulum with quadratic damping (dimensionless),123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq2_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9983508884622072,True,0.00029596437776460715,5,"[5,5]",510,2814720,2814720,94267.528183082,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Driven pendulum with quadratic damping (dimensionless),C_literature_all_cells
295,45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9969308133710597,True,0.00124820320272022,5,"[5,5]",470,2685340,2685340,26986.230766923,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),C_literature_all_cells
296,45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9969308155073456,True,0.0012482032028174961,5,"[5,5]",470,2786600,2786600,38757.910505659,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),C_literature_all_cells
297,45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.996930816062869,True,0.001248203202825044,5,"[5,5]",470,2678823,2678823,38121.183540014,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),C_literature_all_cells
298,45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.8752689666677891,False,0.0028899359853235486,5,"[5,5]",470,1986062,1986062,20519.21017425,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),C_literature_all_cells
299,45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.8752689688551886,False,0.0028899359852572757,5,"[5,5]",430,1371915,1371915,5186.146570496,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),C_literature_all_cells
300,45,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.8752689681329655,False,0.0028899359853195345,5,"[5,5]",430,1419976,1419976,9407.069115697,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Isothermal autocatalytic reaction model by Gray and Scott 1985 (dimensionless),C_literature_all_cells
301,46,Interacting bar magnets,7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.8532276555381391,False,0.0003565797120978495,5,"[5,5]",410,202924,202924,285.370157518,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Interacting bar magnets,C_literature_all_cells
302,46,Interacting bar magnets,42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.8532276555381075,False,0.0003565797120979056,5,"[5,5]",410,293777,293777,453.968509395,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Interacting bar magnets,C_literature_all_cells
303,46,Interacting bar magnets,123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.8532276555381326,False,0.00035657971209787274,5,"[5,5]",410,209004,209004,794.881236098,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Interacting bar magnets,C_literature_all_cells
304,46,Interacting bar magnets,7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9964055080903379,True,0.00017182031444626256,5,"[5,4]",410,298530,298530,1426.222202768,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Interacting bar magnets,C_literature_all_cells
305,46,Interacting bar magnets,42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9964055080956444,True,0.00017182031444612072,5,"[5,4]",410,292478,292478,2836.338860872,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Interacting bar magnets,C_literature_all_cells
306,46,Interacting bar magnets,123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9964055080920928,True,0.0001718203144461137,5,"[5,4]",430,479175,479175,2553.994030641,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Interacting bar magnets,C_literature_all_cells
307,47,Binocular rivalry model (no oscillations),7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9231891919921138,True,0.00017408190307758906,5,"[5,5]",430,2177108,2177108,815.680636705,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Binocular rivalry model (no oscillations),C_literature_all_cells
308,47,Binocular rivalry model (no oscillations),42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9231891994947128,True,0.00017408190306223136,5,"[5,5]",430,2104342,2104342,1265.426005489,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Binocular rivalry model (no oscillations),C_literature_all_cells
309,47,Binocular rivalry model (no oscillations),123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.7553573555470895,False,0.0003728640835891673,5,"[5,5]",430,1812924,1812924,7877.66408914,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Binocular rivalry model (no oscillations),C_literature_all_cells
310,47,Binocular rivalry model (no oscillations),7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9998334308898149,True,0.00016379973117935042,5,"[5,5]",550,1384927,1384927,6354.104811318,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Binocular rivalry model (no oscillations),C_literature_all_cells
311,47,Binocular rivalry model (no oscillations),42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9996273191890463,True,0.0004715571895960134,5,"[5,5]",530,1336632,1336632,15492.794300011,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Binocular rivalry model (no oscillations),C_literature_all_cells
312,47,Binocular rivalry model (no oscillations),123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9996273185501912,True,0.00047155718957573033,5,"[5,5]",470,1127548,1127548,8469.908839102,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Binocular rivalry model (no oscillations),C_literature_all_cells
313,48,Bacterial respiration model for nutrients and oxygen levels,7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.996793131256551,True,0.06372691138931033,5,"[5,5]",610,2331082,2331082,53934.210130724,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Bacterial respiration model for nutrients and oxygen levels,C_literature_all_cells
314,48,Bacterial respiration model for nutrients and oxygen levels,42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9976966462013406,True,0.060774373496983905,5,"[5,5]",610,2792840,2792840,60698.965987215,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Bacterial respiration model for nutrients and oxygen levels,C_literature_all_cells
315,48,Bacterial respiration model for nutrients and oxygen levels,123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9970614575536311,True,0.07112942876760724,4,"[4,4]",610,2706827,2706827,31452.299653644,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Bacterial respiration model for nutrients and oxygen levels,C_literature_all_cells
316,48,Bacterial respiration model for nutrients and oxygen levels,7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9994471450394343,True,0.014428212160345216,5,"[5,5]",550,2395639,2395639,29219.593548827,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Bacterial respiration model for nutrients and oxygen levels,C_literature_all_cells
317,48,Bacterial respiration model for nutrients and oxygen levels,42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.99930712635815,True,0.0228677011482006,5,"[5,5]",490,1978627,1978627,39855.985377181,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Bacterial respiration model for nutrients and oxygen levels,C_literature_all_cells
318,48,Bacterial respiration model for nutrients and oxygen levels,123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9995149734141262,True,0.01247795378481081,5,"[5,5]",610,2290193,2290193,31126.112391071,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Bacterial respiration model for nutrients and oxygen levels,C_literature_all_cells
319,49,Brusselator: hypothetical chemical oscillation model (dimensionless),7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9983617161299327,True,0.00035287265887896094,5,"[5,5]",590,3665529,3665529,4916.871038229,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Brusselator: hypothetical chemical oscillation model (dimensionless),C_literature_all_cells
